# Frame_ID, Timestamp(ns), X(m), Y(m), Z(m), Qw, Qx, Qy, Qz
584, 19142870903, 0.049929, 0.037209, -0.140053, 0.946202, 0.298455, 0.038330, 0.118981
585, 19175616979, 0.053837, 0.040549, -0.145024, 0.943323, 0.302289, 0.041171, 0.130645
586, 19208975553, 0.056387, 0.038889, -0.146693, 0.941005, 0.304076, 0.044848, 0.141549
587, 19242352962, 0.057392, 0.038187, -0.146380, 0.941035, 0.301514, 0.042603, 0.147400
588, 19275898218, 0.060167, 0.036005, -0.144685, 0.941328, 0.299002, 0.040855, 0.151098
589, 19309262990, 0.062008, 0.035690, -0.143425, 0.940580, 0.299491, 0.044815, 0.153647
590, 19342634677, 0.059518, 0.034213, -0.143172, 0.940680, 0.300196, 0.043116, 0.152131
591, 19376004219, 0.058681, 0.033467, -0.141395, 0.940431, 0.303364, 0.039857, 0.148224
592, 19409437656, 0.058037, 0.033167, -0.140563, 0.939490, 0.307848, 0.039031, 0.145137
593, 19443198204, 0.056756, 0.033002, -0.141850, 0.938735, 0.312015, 0.036161, 0.141829
594, 19476563453, 0.053896, 0.033010, -0.141750, 0.938008, 0.316563, 0.031818, 0.137535
595, 19509505510, 0.052038, 0.035818, -0.143365, 0.937236, 0.321217, 0.027484, 0.132866
596, 19543113708, 0.049296, 0.037374, -0.144728, 0.936725, 0.325241, 0.022922, 0.127435
597, 19576499700, 0.044487, 0.038072, -0.147652, 0.936543, 0.328354, 0.018155, 0.121410
598, 19609911441, 0.041895, 0.038516, -0.148879, 0.936088, 0.332061, 0.011881, 0.115468
599, 19643302202, 0.039468, 0.041479, -0.150678, 0.935495, 0.335507, 0.007012, 0.110609
600, 19676841735, 0.038636, 0.042486, -0.152263, 0.934944, 0.338146, 0.003136, 0.107362
601, 19710170030, 0.036599, 0.041065, -0.152265, 0.934492, 0.340644, -0.003089, 0.103330
602, 19743465662, 0.034314, 0.039829, -0.152110, 0.933695, 0.343973, -0.009230, 0.099051
603, 19776842355, 0.031166, 0.041710, -0.153646, 0.932879, 0.347242, -0.013882, 0.094693
604, 19810304880, 0.030775, 0.041987, -0.155005, 0.932486, 0.349565, -0.019480, 0.088855
605, 19843575239, 0.026397, 0.043391, -0.156644, 0.932269, 0.351691, -0.024258, 0.081239
606, 19877016782, 0.022559, 0.046141, -0.157988, 0.932718, 0.352158, -0.028278, 0.072268
607, 19910382032, 0.019180, 0.047726, -0.158203, 0.933352, 0.351862, -0.031702, 0.063579
608, 19943706512, 0.018381, 0.049809, -0.158168, 0.934196, 0.350620, -0.033581, 0.056704
609, 19977118730, 0.019924, 0.050807, -0.157308, 0.935330, 0.348196, -0.033966, 0.052562
610, 20010552167, 0.020701, 0.050597, -0.156207, 0.936848, 0.344595, -0.032308, 0.050256
611, 20044044017, 0.019931, 0.050595, -0.154814, 0.938888, 0.339644, -0.027948, 0.048484
612, 20077404260, 0.019307, 0.049993, -0.151563, 0.941676, 0.332320, -0.022757, 0.047871
613, 20110828399, 0.018939, 0.049400, -0.146201, 0.944808, 0.323820, -0.018658, 0.046166
614, 20144170045, 0.017821, 0.049440, -0.140298, 0.948330, 0.314341, -0.016012, 0.040052
615, 20177579641, 0.014187, 0.049013, -0.134248, 0.952758, 0.301897, -0.012053, 0.031075
616, 20211357355, 0.011736, 0.049284, -0.127400, 0.957737, 0.286782, -0.008857, 0.020425
617, 20244751214, 0.008955, 0.048669, -0.120619, 0.962280, 0.271904, -0.004652, 0.007940
618, 20278092861, 0.004720, 0.048451, -0.112372, 0.966248, 0.257520, -0.001811, -0.006769
619, 20311178445, 0.000061, 0.048806, -0.104898, 0.969663, 0.243441, -0.001437, -0.022078
620, 20344543218, -0.003287, 0.049291, -0.099877, 0.972453, 0.230338, -0.000157, -0.035782
621, 20378130435, -0.006995, 0.049863, -0.094557, 0.974814, 0.217689, 0.002652, -0.048387
622, 20411446809, -0.009096, 0.052040, -0.089447, 0.976708, 0.205986, 0.005230, -0.059859
623, 20444872856, -0.011495, 0.054315, -0.084454, 0.978300, 0.194970, 0.005203, -0.069925
624, 20479027986, -0.014135, 0.055578, -0.080428, 0.978987, 0.188876, 0.007717, -0.076494
625, 20512234210, -0.015999, 0.056326, -0.076656, 0.979548, 0.184290, 0.011477, -0.079940
626, 20545023202, -0.017279, 0.057367, -0.073383, 0.980195, 0.179344, 0.014011, -0.082810
627, 20578449010, -0.017824, 0.057985, -0.070259, 0.980803, 0.174513, 0.015432, -0.085629
628, 20612267017, -0.018908, 0.058216, -0.067568, 0.981307, 0.170426, 0.018323, -0.087498
629, 20645665168, -0.019849, 0.058706, -0.064511, 0.981856, 0.165707, 0.020631, -0.089854
630, 20678983926, -0.020865, 0.059006, -0.062349, 0.982426, 0.160896, 0.021016, -0.092248
631, 20712441205, -0.021427, 0.059053, -0.060933, 0.982850, 0.157309, 0.021243, -0.093858
632, 20746067523, -0.021891, 0.059496, -0.060558, 0.983149, 0.154331, 0.020989, -0.095706
633, 20779301643, -0.022290, 0.059387, -0.060120, 0.983486, 0.152828, 0.021082, -0.094628
634, 20812606573, -0.022088, 0.059152, -0.060249, 0.983662, 0.151868, 0.021300, -0.094294
635, 20845877408, -0.022136, 0.059348, -0.060379, 0.983920, 0.150921, 0.020734, -0.093240
636, 20879745721, -0.021965, 0.058943, -0.061522, 0.983976, 0.151223, 0.019187, -0.092489
637, 20912938117, -0.022233, 0.059102, -0.064200, 0.983170, 0.156564, 0.019388, -0.092135
638, 20945991039, -0.021142, 0.059137, -0.067027, 0.982824, 0.159167, 0.016666, -0.091901
639, 20979373455, -0.020490, 0.059178, -0.069699, 0.982687, 0.161005, 0.015234, -0.090392
640, 21012503862, -0.020831, 0.059181, -0.071718, 0.982533, 0.162037, 0.013218, -0.090545
641, 21045976877, -0.019507, 0.058461, -0.074896, 0.982312, 0.164388, 0.013687, -0.088609
642, 21079411983, -0.018980, 0.058106, -0.077229, 0.982368, 0.164628, 0.011980, -0.087794
643, 21112703084, -0.017722, 0.057847, -0.080046, 0.982423, 0.164914, 0.010183, -0.086861
644, 21146163225, -0.016777, 0.057541, -0.082372, 0.982819, 0.163794, 0.008261, -0.084675
645, 21179528474, -0.014811, 0.056390, -0.084837, 0.983499, 0.161869, 0.006419, -0.080539
646, 21212996006, -0.012243, 0.055110, -0.087797, 0.984196, 0.160809, 0.005318, -0.073959
647, 21246482610, -0.009594, 0.054008, -0.090474, 0.985094, 0.159328, 0.005974, -0.064570
648, 21280434370, -0.006639, 0.052330, -0.093716, 0.985856, 0.158573, 0.008567, -0.053562
649, 21313487052, -0.003540, 0.051327, -0.097437, 0.986326, 0.158860, 0.011975, -0.042205
650, 21346913337, 0.000302, 0.049864, -0.100723, 0.986772, 0.158280, 0.014851, -0.031757
651, 21380232334, 0.002539, 0.048679, -0.103265, 0.987168, 0.157240, 0.016639, -0.022293
652, 21413609743, 0.004532, 0.047889, -0.104669, 0.987619, 0.155232, 0.017366, -0.014519
653, 21446715116, 0.006341, 0.046965, -0.105346, 0.988247, 0.151701, 0.017189, -0.007634
654, 21480408430, 0.008250, 0.045682, -0.106561, 0.988661, 0.149145, 0.017398, -0.001543
655, 21513805150, 0.009149, 0.045229, -0.106976, 0.988925, 0.147306, 0.017868, 0.002864
656, 21547280788, 0.009598, 0.045400, -0.106323, 0.989311, 0.144509, 0.018765, 0.005281
657, 21580756425, 0.009033, 0.045232, -0.105116, 0.989708, 0.141763, 0.018883, 0.005030
658, 21614049911, 0.008597, 0.045594, -0.104885, 0.990025, 0.139808, 0.017328, 0.001853
659, 21647113561, 0.007847, 0.045991, -0.104608, 0.990145, 0.139331, 0.013700, -0.003455
660, 21680901527, 0.006336, 0.046344, -0.103772, 0.990251, 0.138749, 0.008229, -0.009182
661, 21714225530, 0.005583, 0.046264, -0.103464, 0.990259, 0.138558, 0.000827, -0.013703
662, 21747322797, 0.005493, 0.046709, -0.104405, 0.989978, 0.140062, -0.005899, -0.017045
663, 21781125783, 0.005230, 0.047010, -0.105067, 0.989634, 0.142254, -0.007661, -0.018149
664, 21814132452, 0.004644, 0.047350, -0.105228, 0.989746, 0.141683, -0.004601, -0.017550
665, 21847478151, 0.003800, 0.047597, -0.104039, 0.990120, 0.138912, -0.001026, -0.019114
666, 21881025791, 0.002162, 0.048177, -0.103204, 0.990442, 0.135774, -0.001838, -0.024235
667, 21914402723, 0.000050, 0.049157, -0.101412, 0.990746, 0.131670, -0.004202, -0.032667
668, 21947713136, -0.001949, 0.050073, -0.100483, 0.990987, 0.126635, -0.007406, -0.043053
669, 21981167078, -0.003330, 0.051227, -0.100027, 0.991265, 0.120796, -0.010404, -0.051896
670, 22014676570, -0.003505, 0.051704, -0.098677, 0.992112, 0.116270, -0.004809, -0.046609
671, 22048094749, -0.003341, 0.051445, -0.097096, 0.992895, 0.111901, -0.000907, -0.040463
672, 22081345796, -0.003708, 0.051605, -0.095057, 0.993556, 0.107205, 0.001474, -0.036754
673, 22115161895, -0.003931, 0.051526, -0.092924, 0.994269, 0.101144, 0.002847, -0.034510
674, 22148233413, -0.003799, 0.051393, -0.091710, 0.994793, 0.096095, 0.004699, -0.033616
675, 22181770563, -0.004026, 0.051506, -0.090628, 0.995130, 0.092146, 0.005484, -0.034563
676, 22215056180, -0.004689, 0.051998, -0.088859, 0.995360, 0.088636, 0.005315, -0.037074
677, 22248580455, -0.005585, 0.052476, -0.087200, 0.995733, 0.083344, 0.002867, -0.039526
678, 22281809091, -0.006211, 0.053020, -0.086237, 0.996021, 0.078402, 0.000129, -0.042380
679, 22315278291, -0.006566, 0.053108, -0.085866, 0.996145, 0.075133, -0.000666, -0.045276
680, 22348653078, -0.006889, 0.053203, -0.085815, 0.996302, 0.072322, 0.000073, -0.046399
681, 22381982088, -0.007061, 0.053554, -0.085485, 0.996468, 0.069316, 0.000328, -0.047398
682, 22415447235, -0.007312, 0.053863, -0.084905, 0.996699, 0.065308, -0.001004, -0.048217
683, 22448839426, -0.007461, 0.053715, -0.084257, 0.997044, 0.059848, -0.003147, -0.048084
684, 22482188940, -0.006978, 0.053604, -0.084176, 0.997308, 0.055584, -0.006144, -0.047431
685, 22515642166, -0.006680, 0.053404, -0.083738, 0.997526, 0.052063, -0.008664, -0.046441
686, 22548964262, -0.006111, 0.053237, -0.083904, 0.997745, 0.048602, -0.012225, -0.044649
687, 22582374572, -0.005347, 0.052625, -0.084713, 0.997829, 0.046163, -0.016321, -0.044033
688, 22615838766, -0.004378, 0.052190, -0.085940, 0.997771, 0.044140, -0.021937, -0.044977
689, 22649274110, -0.003887, 0.051858, -0.086449, 0.997718, 0.040744, -0.028550, -0.045643
690, 22682867765, -0.003268, 0.051516, -0.087217, 0.997748, 0.036026, -0.034157, -0.045109
691, 22716045856, -0.002220, 0.050778, -0.088064, 0.997803, 0.029645, -0.040227, -0.043494
692, 22749451875, -0.000394, 0.049411, -0.088857, 0.997874, 0.021762, -0.048190, -0.038113
693, 22783506393, 0.002755, 0.047010, -0.090627, 0.997894, 0.014785, -0.056324, -0.028579
694, 22816066503, 0.005553, 0.044740, -0.092409, 0.997724, 0.011625, -0.064146, -0.017211
695, 22849517107, 0.009436, 0.042342, -0.095778, 0.997299, 0.010223, -0.072564, -0.004888
696, 22882904529, 0.013626, 0.039553, -0.100812, 0.996317, 0.008659, -0.084900, 0.008350
697, 22916330337, 0.017175, 0.037491, -0.105783, 0.994678, 0.008637, -0.100612, 0.020446
698, 22949733257, 0.021783, 0.034966, -0.114017, 0.991876, 0.010092, -0.123134, 0.030298
699, 22983027458, 0.025550, 0.033154, -0.121611, 0.987805, 0.012643, -0.150704, 0.037018
700, 23016539812, 0.028416, 0.031913, -0.128165, 0.983183, 0.013932, -0.177682, 0.039824
701, 23050354242, 0.029816, 0.031436, -0.133801, 0.978430, 0.014780, -0.202369, 0.038766
702, 23083699703, 0.030517, 0.031836, -0.138316, 0.973740, 0.014824, -0.224433, 0.035218
703, 23116909027, 0.030691, 0.033157, -0.142703, 0.968935, 0.013335, -0.245435, 0.027350
704, 23150165081, 0.030499, 0.034880, -0.147314, 0.963800, 0.011449, -0.265975, 0.014699
705, 23183643579, 0.030366, 0.036695, -0.151682, 0.958428, 0.009233, -0.285181, 0.001763
706, 23216947317, 0.031009, 0.037698, -0.156210, 0.953631, 0.006626, -0.300806, -0.007770
707, 23250946283, 0.031273, 0.039089, -0.157927, 0.951921, 0.007187, -0.306143, -0.008475
708, 23284200191, 0.032641, 0.039271, -0.160418, 0.950481, 0.011063, -0.310574, -0.002876
709, 23317285776, 0.035120, 0.038683, -0.163285, 0.948357, 0.011892, -0.316944, 0.004845
710, 23350583553, 0.037793, 0.038409, -0.165015, 0.945239, 0.010849, -0.326037, 0.010241
711, 23384005308, 0.039913, 0.038005, -0.165234, 0.942566, 0.008735, -0.333604, 0.014186
712, 23417484521, 0.043093, 0.037222, -0.165986, 0.940570, 0.006924, -0.338929, 0.020181
713, 23450961828, 0.046462, 0.036270, -0.167325, 0.939313, 0.008353, -0.341727, 0.029052
714, 23484626531, 0.048873, 0.035919, -0.167350, 0.939310, 0.010779, -0.340269, 0.042397
715, 23517833709, 0.051857, 0.034884, -0.167558, 0.939331, 0.012339, -0.338133, 0.056319
716, 23551250934, 0.054056, 0.034579, -0.167050, 0.937937, 0.010607, -0.340164, 0.066714
717, 23585292816, 0.056418, 0.033665, -0.166942, 0.935780, 0.006069, -0.344633, 0.074214
718, 23618100643, 0.058165, 0.033424, -0.166658, 0.934003, 0.004505, -0.347876, 0.081249
719, 23651580572, 0.059528, 0.033058, -0.166400, 0.932894, 0.003437, -0.349016, 0.088794
720, 23684856414, 0.060665, 0.032709, -0.165719, 0.932007, 0.000731, -0.349590, 0.095653
721, 23718058109, 0.060793, 0.032799, -0.164071, 0.931073, -0.003442, -0.350980, 0.099519
722, 23751314640, 0.061400, 0.032173, -0.162664, 0.930148, -0.008139, -0.351861, 0.104657
723, 23784672021, 0.062524, 0.031388, -0.161697, 0.929082, -0.010435, -0.351810, 0.113698
724, 23818166255, 0.063111, 0.031003, -0.158796, 0.928076, -0.012057, -0.348888, 0.129638
725, 23851490020, 0.065048, 0.029839, -0.156363, 0.928137, -0.011906, -0.340137, 0.150754
726, 23885256052, 0.067477, 0.028477, -0.154090, 0.927932, -0.010367, -0.329308, 0.174330
727, 23918414831, 0.070816, 0.026972, -0.152166, 0.927510, -0.006917, -0.316428, 0.198876
728, 23951632738, 0.074180, 0.025291, -0.149088, 0.926560, -0.005045, -0.304367, 0.220959
729, 23985993146, 0.077540, 0.023559, -0.146129, 0.924681, -0.005985, -0.295307, 0.240256
730, 24019216775, 0.081261, 0.021684, -0.143897, 0.922437, -0.006062, -0.287292, 0.257947
731, 24052274465, 0.084093, 0.020256, -0.141885, 0.920407, -0.005996, -0.280525, 0.272250
732, 24085579156, 0.086214, 0.018990, -0.141172, 0.918524, -0.002737, -0.277934, 0.281175
733, 24119097948, 0.088187, 0.018323, -0.142186, 0.916532, 0.003124, -0.280020, 0.285567
734, 24152169942, 0.088690, 0.018019, -0.142944, 0.914936, 0.006037, -0.284233, 0.286474
735, 24185607433, 0.088810, 0.017694, -0.143934, 0.914458, 0.009110, -0.288229, 0.283914
736, 24219222068, 0.088105, 0.017587, -0.144630, 0.914171, 0.011080, -0.292867, 0.279996
737, 24252412319, 0.086530, 0.018005, -0.144295, 0.914006, 0.010634, -0.296784, 0.276404
738, 24285854339, 0.084918, 0.018141, -0.144072, 0.914637, 0.011633, -0.297551, 0.273438
739, 24319365024, 0.083239, 0.018324, -0.143605, 0.916245, 0.011999, -0.295946, 0.269754
740, 24353279352, 0.080702, 0.018691, -0.142221, 0.918346, 0.011136, -0.294500, 0.264173
741, 24386025667, 0.078153, 0.019033, -0.140808, 0.921001, 0.010896, -0.291920, 0.257723
742, 24419515132, 0.075397, 0.019604, -0.139145, 0.925023, 0.011631, -0.284704, 0.251278
743, 24452707290, 0.071317, 0.020635, -0.135825, 0.929062, 0.011326, -0.277343, 0.244535
744, 24486176967, 0.068387, 0.021406, -0.133563, 0.933206, 0.008919, -0.268769, 0.238348
745, 24519690990, 0.064401, 0.022513, -0.130907, 0.938271, 0.008389, -0.258942, 0.229185
746, 24552918195, 0.060693, 0.023232, -0.129071, 0.943834, 0.008693, -0.248072, 0.218086
747, 24586435079, 0.057420, 0.023921, -0.127540, 0.948821, 0.009129, -0.238084, 0.207295
748, 24620013713, 0.053964, 0.025169, -0.125277, 0.952688, 0.011625, -0.231665, 0.196422
749, 24653143644, 0.051553, 0.025842, -0.124330, 0.955078, 0.013698, -0.229200, 0.187366
750, 24686595439, 0.050663, 0.025703, -0.124410, 0.956515, 0.014831, -0.226480, 0.183210
751, 24720025777, 0.050069, 0.025989, -0.124188, 0.957603, 0.017008, -0.221103, 0.183902
752, 24753693103, 0.050029, 0.025896, -0.123966, 0.958225, 0.019056, -0.216205, 0.186273
753, 24787188291, 0.050107, 0.025581, -0.123727, 0.958346, 0.018798, -0.213178, 0.189144
754, 24820610046, 0.050357, 0.025574, -0.123355, 0.958377, 0.017442, -0.210122, 0.192504
755, 24853941440, 0.049974, 0.025916, -0.122804, 0.958641, 0.017731, -0.206781, 0.194770
756, 24887331485, 0.050045, 0.025946, -0.123169, 0.958979, 0.018923, -0.204277, 0.195630
757, 24920886278, 0.049907, 0.026458, -0.123380, 0.959448, 0.020386, -0.202532, 0.195000
758, 24954117774, 0.049162, 0.027132, -0.123832, 0.960116, 0.022358, -0.201018, 0.193055
759, 24987493276, 0.048423, 0.027939, -0.124029, 0.960882, 0.024224, -0.199531, 0.190540
760, 25020999670, 0.047720, 0.028523, -0.124247, 0.961545, 0.024983, -0.199041, 0.187590
761, 25054320573, 0.046911, 0.029181, -0.124323, 0.962232, 0.024862, -0.198854, 0.184249
762, 25087694644, 0.046013, 0.030049, -0.123927, 0.962861, 0.024402, -0.198452, 0.181437
763, 25121121406, 0.044977, 0.030629, -0.123853, 0.963408, 0.023861, -0.198474, 0.178561
764, 25154249906, 0.043781, 0.031435, -0.123816, 0.964030, 0.023758, -0.198880, 0.174724
765, 25187544107, 0.042491, 0.032208, -0.123774, 0.964741, 0.023797, -0.199358, 0.170192
766, 25221104621, 0.041042, 0.033126, -0.123571, 0.965432, 0.023742, -0.199818, 0.165680
767, 25254422187, 0.040058, 0.033610, -0.123870, 0.966043, 0.023924, -0.200510, 0.161199
768, 25288089752, 0.039057, 0.034061, -0.123781, 0.966756, 0.024255, -0.200124, 0.157308
769, 25321830272, 0.037848, 0.034572, -0.123279, 0.967647, 0.024280, -0.198365, 0.154015
770, 25354564666, 0.036818, 0.035004, -0.122485, 0.968487, 0.023945, -0.196332, 0.151372
771, 25388006925, 0.036030, 0.035091, -0.121772, 0.969380, 0.024107, -0.193663, 0.149053
772, 25421502113, 0.035469, 0.035268, -0.121024, 0.970472, 0.024555, -0.189631, 0.147042
773, 25454811096, 0.034601, 0.035364, -0.119454, 0.971519, 0.024136, -0.184792, 0.146354
774, 25488194942, 0.035111, 0.034700, -0.118733, 0.972712, 0.024037, -0.178106, 0.146737
775, 25521600246, 0.035389, 0.034143, -0.117018, 0.973889, 0.024327, -0.169889, 0.148615
776, 25555998086, 0.036054, 0.033208, -0.115188, 0.974792, 0.024190, -0.160755, 0.152816
777, 25588719367, 0.037659, 0.032400, -0.113804, 0.975484, 0.026798, -0.149655, 0.159111
778, 25621865510, 0.039903, 0.030739, -0.113276, 0.975613, 0.032431, -0.137619, 0.167897
779, 25655830383, 0.041824, 0.029477, -0.112239, 0.974761, 0.040416, -0.124546, 0.180818
780, 25688665151, 0.044879, 0.027620, -0.112382, 0.973150, 0.050484, -0.110680, 0.195399
781, 25722052812, 0.046666, 0.025410, -0.110720, 0.970871, 0.062031, -0.098507, 0.209425
782, 25755394697, 0.048949, 0.023728, -0.111164, 0.968310, 0.073042, -0.090623, 0.220969
783, 25788766384, 0.055359, 0.022563, -0.115530, 0.965468, 0.082660, -0.085615, 0.231754
784, 25822163105, 0.059600, 0.022675, -0.117614, 0.962325, 0.093098, -0.079089, 0.242916
785, 25855566263, 0.066378, 0.022434, -0.122493, 0.958846, 0.098913, -0.074391, 0.255530
786, 25889027118, 0.071026, 0.022731, -0.124612, 0.955358, 0.103438, -0.070004, 0.267752
787, 25922372817, 0.073392, 0.023170, -0.124075, 0.952706, 0.106386, -0.064893, 0.277167
788, 25955811500, 0.074574, 0.022852, -0.120523, 0.951219, 0.104436, -0.060938, 0.283834
789, 25990225315, 0.074508, 0.022619, -0.117817, 0.951141, 0.100143, -0.056445, 0.286558
790, 26023610591, 0.070586, 0.022072, -0.110862, 0.952616, 0.094740, -0.053313, 0.284086
791, 26056375265, 0.067547, 0.022031, -0.107925, 0.956035, 0.087995, -0.055269, 0.274226
792, 26089822530, 0.060672, 0.021168, -0.102206, 0.961278, 0.080935, -0.060263, 0.256440
793, 26123214006, 0.053133, 0.020666, -0.097688, 0.967760, 0.073426, -0.066107, 0.231688
794, 26157289266, 0.048346, 0.022918, -0.097298, 0.974752, 0.065264, -0.074861, 0.199986
795, 26189948320, 0.046731, 0.026321, -0.100803, 0.981337, 0.057335, -0.086152, 0.162072
796, 26223154067, 0.037710, 0.030500, -0.098477, 0.986776, 0.049196, -0.096390, 0.120676
797, 26256365299, 0.031530, 0.035332, -0.098645, 0.990463, 0.041815, -0.107433, 0.075445
798, 26290076255, 0.026206, 0.041090, -0.101203, 0.991458, 0.034343, -0.122652, 0.028078
799, 26323508024, 0.022195, 0.046430, -0.102373, 0.990433, 0.022716, -0.135392, -0.013964
800, 26356808900, 0.019548, 0.048882, -0.101591, 0.988661, 0.013850, -0.142829, -0.044233
801, 26390254974, 0.016567, 0.049115, -0.097241, 0.990136, 0.003748, -0.134091, -0.040456
802, 26423768281, 0.015671, 0.049205, -0.095801, 0.989789, -0.003306, -0.135471, -0.044208
803, 26456806898, 0.015877, 0.048483, -0.095490, 0.988825, -0.010163, -0.141413, -0.046097
804, 26490199327, 0.015977, 0.048117, -0.095373, 0.988502, -0.014957, -0.142694, -0.047740
805, 26523604393, 0.016564, 0.047389, -0.096765, 0.988000, -0.016324, -0.145761, -0.048417
806, 26557585716, 0.017106, 0.046887, -0.098630, 0.987338, -0.017684, -0.149971, -0.048587
807, 26591029405, 0.017901, 0.046242, -0.100481, 0.986566, -0.020572, -0.154397, -0.049245
808, 26624436855, 0.018884, 0.045589, -0.101829, 0.985834, -0.024701, -0.158393, -0.049330
809, 26657509565, 0.019842, 0.044900, -0.103132, 0.985457, -0.028358, -0.160045, -0.049560
810, 26690865755, 0.020740, 0.044289, -0.104684, 0.984924, -0.031481, -0.162310, -0.050893
811, 26724013328, 0.021848, 0.043861, -0.106403, 0.983781, -0.037154, -0.167393, -0.052663
812, 26757331848, 0.023391, 0.043226, -0.108210, 0.982476, -0.043717, -0.172987, -0.053892
813, 26790712833, 0.025031, 0.042375, -0.110110, 0.981183, -0.049283, -0.178686, -0.054066
814, 26824468851, 0.026859, 0.041547, -0.111993, 0.979922, -0.057181, -0.183490, -0.053060
815, 26857856035, 0.028925, 0.040857, -0.114082, 0.977896, -0.068259, -0.190499, -0.052632
816, 26891254186, 0.030311, 0.040717, -0.115391, 0.974776, -0.081528, -0.200510, -0.054406
817, 26924637317, 0.031369, 0.041354, -0.116156, 0.971161, -0.097614, -0.209064, -0.060084
818, 26957997322, 0.031595, 0.043006, -0.117290, 0.965804, -0.117022, -0.219541, -0.073008
819, 26991350650, 0.030140, 0.045869, -0.117939, 0.958070, -0.136420, -0.233955, -0.093572
820, 27024891376, 0.027385, 0.047576, -0.117147, 0.951071, -0.153385, -0.241358, -0.116978
821, 27058119058, 0.025373, 0.049437, -0.114412, 0.948456, -0.169350, -0.236744, -0.125314
822, 27091466188, 0.023846, 0.050941, -0.111347, 0.944862, -0.187506, -0.234258, -0.131147
823, 27124772071, 0.022080, 0.052249, -0.108531, 0.941450, -0.202889, -0.231365, -0.137764
824, 27157611370, 0.020570, 0.053708, -0.106152, 0.938217, -0.215675, -0.229632, -0.143183
825, 27190923690, 0.019100, 0.055508, -0.104237, 0.932352, -0.234305, -0.231504, -0.149088
826, 27224460840, 0.017593, 0.056938, -0.101003, 0.923365, -0.257902, -0.237438, -0.156545
827, 27257700204, 0.015744, 0.057156, -0.097184, 0.916615, -0.276308, -0.238363, -0.163258
828, 27291532039, 0.013904, 0.057821, -0.094521, 0.912017, -0.288613, -0.236715, -0.169981
829, 27324654817, 0.012183, 0.058233, -0.092605, 0.906369, -0.300428, -0.239493, -0.175732
830, 27357771396, 0.012024, 0.057399, -0.090935, 0.901089, -0.308989, -0.246677, -0.178086
831, 27391735315, 0.012372, 0.056974, -0.090809, 0.900339, -0.308756, -0.249624, -0.178177
832, 27425040245, 0.012699, 0.056503, -0.091230, 0.901268, -0.306732, -0.249449, -0.177219
833, 27458461761, 0.012762, 0.056211, -0.091508, 0.901759, -0.305015, -0.250120, -0.176741
834, 27491852998, 0.012793, 0.055900, -0.091498, 0.902152, -0.303885, -0.250167, -0.176615
835, 27525287151, 0.012659, 0.055835, -0.091345, 0.902544, -0.303538, -0.248954, -0.176922
836, 27558639049, 0.012512, 0.055668, -0.090799, 0.904419, -0.300776, -0.245851, -0.176402
837, 27592108011, 0.012633, 0.055156, -0.090178, 0.909151, -0.293544, -0.238627, -0.174163
838, 27625092506, 0.012186, 0.055160, -0.088973, 0.914914, -0.286023, -0.227803, -0.170964
839, 27658832788, 0.011720, 0.055390, -0.087440, 0.919506, -0.281775, -0.216233, -0.168389
840, 27692176580, 0.010622, 0.056001, -0.084973, 0.922979, -0.280782, -0.204696, -0.165439
841, 27725368499, 0.009470, 0.056425, -0.081817, 0.928053, -0.278099, -0.188510, -0.160757
842, 27758632898, 0.007905, 0.056620, -0.078982, 0.935287, -0.274888, -0.162899, -0.152118
843, 27791969537, 0.006237, 0.057141, -0.075090, 0.941230, -0.273455, -0.138830, -0.141546
844, 27825533628, 0.006316, 0.056533, -0.069810, 0.945197, -0.273913, -0.119820, -0.131211
845, 27858955621, 0.006526, 0.056029, -0.063994, 0.949294, -0.272535, -0.098414, -0.121983
846, 27892262697, 0.006780, 0.056015, -0.058020, 0.953444, -0.268346, -0.075561, -0.115001
847, 27926239252, 0.005752, 0.057928, -0.050972, 0.956646, -0.262916, -0.058110, -0.111027
848, 27959208488, 0.003493, 0.061160, -0.044549, 0.959158, -0.257405, -0.039079, -0.110598
849, 27992661237, 0.001528, 0.064817, -0.037959, 0.960451, -0.253272, -0.023862, -0.113214
850, 28026011228, -0.000390, 0.067885, -0.032475, 0.961213, -0.250001, -0.010111, -0.116045
851, 28059387683, -0.001614, 0.070462, -0.028211, 0.961834, -0.246452, 0.003593, -0.118845
852, 28092786788, -0.003241, 0.072470, -0.024999, 0.963026, -0.239808, 0.017578, -0.121507
853, 28126348018, -0.003989, 0.073718, -0.022444, 0.964512, -0.232289, 0.028144, -0.122337
854, 28159680604, -0.004208, 0.074166, -0.020290, 0.965832, -0.227126, 0.037590, -0.119032
855, 28193161964, -0.003776, 0.074025, -0.018208, 0.967163, -0.220279, 0.051728, -0.115747
856, 28227192878, -0.002763, 0.073443, -0.016042, 0.968691, -0.212643, 0.063706, -0.111184
857, 28260075807, -0.001901, 0.072780, -0.014781, 0.969666, -0.208101, 0.069332, -0.107868
858, 28293455839, -0.001215, 0.071936, -0.014215, 0.970261, -0.206433, 0.071307, -0.104374
859, 28327865123, -0.000501, 0.071076, -0.013283, 0.970471, -0.206807, 0.075599, -0.098497
860, 28360961914, 0.000250, 0.070174, -0.012149, 0.970653, -0.206710, 0.081356, -0.092117
861, 28394559383, 0.001486, 0.068868, -0.011039, 0.970940, -0.206911, 0.086523, -0.083529
862, 28427968740, 0.003221, 0.067122, -0.009888, 0.971192, -0.206616, 0.094488, -0.071891
